,utterance,emotion
12151,"kyaa tumhari raay mein abb unakaa jaanaa munasib haye, badshah kaheen naraj naan houn",sadness
12152,main unaki suraksha key liye darti rahati huun,sadness
12153,isake alawa usane hamein buraa-bhalaa bhee kahaa kii humm dou dinn taka yeh kyon bhoole rahey,sadness
12154,donon bhaai yeh suna curr badey lajjit hue kii badshah humm parr itna kripalu haye aur humm usake prati itane laparwah hain,sadness
12155,way lajja key maare badshah seey door-door hii rahey,sadness
12156,unamen aapas mein baatein hoteen kii badshah ney jiss malika koo pinjade mein kaid curr rakhaa haye usake pett seey bachche paida hotey tou way itane hii badey hotey,sadness
12157,badshah sochane lagaa kii aggar aise kushagra-buddhi aur veer shehzade usake hotey tou kitna achchha hotaa,sadness
12158,maine bahut virodh karna chaaha kii badshah ise majaak samajhenge aur kruddh bhee hoe sakate hain,sadness
12159,way bechaare chupchaap chaley gaye,sadness
12160,main bhee sochata huun jinn baaton parr maine vishvaas kiyaa way buddhi seey koson door hain,sadness
12161,"phir bhee maine una parr isaliye vishvaas kiyaa kii swayam malika kii bahanon ney yeh kahaa thaa aur maine socha kii way jhooth naan kahengi kyonki way usaki sagee bahanen theen, usaki hitchintak theen",sadness
12162,"chidiya ney kahaa, sarkaar seey yahee tou bhool hui kii aap ney unhein hitchintak samajha",sadness
12163,usane malika koo bataaya kii maine tumhen joe dund diyaa uska kaaran tumhari way bahanen hii theen jinhen tumane aur maine tumhara hitchintak samajha thaa,sadness
12164,kintu usaki vaapsee key kuchh dinn hii pahale usake vyaapaari mitra ney usake saath dhokha curr daalaa thaa,sadness
12165,huaa yeh kii aeka dinn vyaapaari key aaney key kuchh dinn hii pahale usake vyaapaari mitra ney usake saath dhokha curr daalaa thaa,sadness
12166,"alikhwaza ney ruaanse hoe curr kahaa, bhaai, main ishwar kii saugandh khaa curr kahata huun kii maine tail kii handiya kii taha mein aeka hazaar asharfiyaan rakhee theen",sadness
12167,"aggar tum ney unhein kissie jarurat seey kharch curr diyaa haye tou koee baat naheen, baad mein vaapas curr denaa",sadness
12168,"vyaapaari mitra ney kahaa, alikhwaza, tum cassie baatein curr rahey hoe",sadness
12169,alikhwaza ney usake bahut haath-paanv jode,sadness
12170,"usane kahaa, asharfiyaan naan mileen tou main barbad hoe jaaoonga",sadness
12171,merey paas iss samay kuchh bhee naheen haye,sadness
12172,mujh parr dayaa karo aur meraa maal mujhe dey dou,sadness
12173,maine bhed khulane key darr seey kissie koo yeh baat naheen bataai thee,sadness
12174,"usane haath jodd curr kahaa, sarkaar mujh parr dayaa keejiye",sadness
12175,main apana aparaadh sweekaar kartaa huun,sadness
12176,maine aeka maheene pahale hii iss haandi kaa tail aur asharfiyaan nikaal curr isamen doosara tail bharaa thaa,sadness
12177,phir dusht swabhaav kaa honey key baad bhee duryodhan aakhir hamara bhaai hii haye,sadness
12178,usake saath kii raaj mahilaaen hamaare hii kull kii mahilaaen hain aur unakaa niraadar honey seey hamaare hii kull koo kalank lagega,sadness
12179,draupadi key vachanon koo sunkar karna ney lajjit hocker dhanush baann rakh diyaa,sadness
12180,"gangaa key garbh seey maharaj shantanu key aathh putra hue, jinamen seey saat koo gangaa ney gangaa nadee mein leey jaakar bahaa diyaa aur apane diye huye vachan mein bandhe honey key kaaran maharaj shantanu kuchh boll naan sakey",sadness
12181,"tumane merey saat putron koo nadee mein bahaa diyaa, kintu apani pratigya key anusaar maine kuchh naan kahaa",sadness
12182,abb tum merey iss aathven putra koo bhee bahaane jaa rahee hoe,sadness
12183,main tumse prarthana kartaa huun kii kripa karke ise nadee mein mutt bahaao,sadness
12184,"aapane apani pratigya bhang curr dee haye, isaliye abb main aapke paas naheen raha sakati",sadness
12185,nishaad key inn vachanon koo sunkar maharaj shantanu chupchaap hastinapur laut aaye,sadness
12186,maharaj kii iss dashaa koo dekhkar devvrat koo badee chinta hui,sadness
12187,"unheen dinon hiranyadhanu naamak nishaad kaa putra ekalavya bhee dhanurvidya seekhane key uddeshya seey dronacharya key ashram mein aayaa, kintu karna key samaan hii nimn varna kaa honey key kaaran dronacharya ney usey apana shishya banaana sweekaar naheen kiyaa",sadness
12188,meraa abhivaadan bhee sweekaar naheen curr rahee hoe,sadness
12189,"brahmin key saamane bakare ney yeh batalaaya kii vaha bhee kabhi aeka brahmin-purohit thaa aur aeka baar usane bhee aeka bakare kii bully chadhaayi thee, jisaki saana vaha aaj taka paa rahaa thaa",sadness
12190,kintu vaha doo:khee hoe curr isaliye roya thaa kii agali baar seey usa brahmin key bhee sir paanch sou baar kaate jaayenge,sadness
12191,"teesara dall bhee thaa, joe dabi jabaan seey kahata thaa kii rashtra kaa aeka aur stambh gir gayaa",sadness
12192,"teesare dall ney nairashyapurna bhaav seey sir hilaa diyaa, parr munh seey kuchh naan kahaa",sadness
12193,usey vishvaas hii naan aataa thaa kii yeye shabd mehta kii jabaan seey nikale honge,sadness
12194,"balkrishna kaa patra dekhate hii fuck uthhe, lekin jaba usey paan tou mukhmandal parr udasi chhaa gayee",sadness
12195,"buss, saare patra mein merey jaati-droh aur durgati kaa rona haye",sadness
12196,"usaki drishti mein main jaati kaa shatru, dhoort-swarthandh, duratma, sub kuchh huun",sadness
12197,main naheen samajhata kii usake vichaaron mein itna antar kaise hoe gayaa,sadness
12198,"main tou usey bahut hii shaant-prakriti, gambhir, sushil, sachcharitr aur siddhantpriya navyuvak samajhata thaa aur usa parr garv kartaa thaa",sadness
12199,"aur phir yeh patra likh curr hii usey santosh naheen huaa, usane merrie speach kaa vistrit vivechan aeka prasiddh angareji patrika mein chhapvaaya haye",sadness
12200,"itani kushal hui kii vaha lekh apane naam seey naheen likhaa, naheen tou main kaheen munh dikhaane yogya naan rahata",sadness
12201,maloom naheen yeh kinn logon kii kusangati kaa phal haye,sadness
12202,"maharaj bhind kii naukari usake vichaar mein gulami haye, raaja bhadrabahadur sinh key saath manorama kaa vivaah ghrinit aur apmaanjanak haye",sadness
12203,sahasa unake munh seey aeka aaha nikali,sadness
12204,patra haath seey chhoot curr gir paan,sadness
12205,doosare dinn jaba mitragan balkrishna seey milane gaye tou unaki laash farsh parr pee hui thee,sadness
12206,pistaul kii dou goliyaan chhaati seey paar hoe gayee theen,sadness
12207,"mez parr unaki diarrhy khuli pee thee, usa parr yeye panktiyaan likhi hui theen aaj sabhaa mein meraa garv dalit hoe gayaa",sadness
12208,main yeh apamaan naheen saha sakata,sadness
12209,mujhe apane poojya pitaa key prati aise kitane hii nindasoochak drishya dekhane penge,sadness
12210,iss aadarsh-virodh kaa anta hii curr denaa achchha haye,sadness
12211,"sambhav haye, meraa jeevan unake nirdisht maarg mein baadhak hoe",sadness
12212,ishwar mujhe bull pradaan karey,sadness
12213,alibaba kii patni nirdhan vyakti kii putri thee isaliye vaha bechara garib hii rahaa,sadness
12214,vaha dhana itna thaa kii usase main jeevan bhar aaraam seey raha sakata thaa kintu maine bhog-vilas mein saaraa dhana sheeghra udaa diyaa,sadness
12215,"usane kahaa, tum raat-dinn bekaar mehnat karate hoe",sadness
12216,maine kahane koo tou kaha diyaa kintu merey munn mein dwandwa honey lagaa,sadness
12217,kabhi sochata kii bekaar hii aeka oonta ise dene koo kahaa,sadness
12218,maine vivashata mein usaki baat sweekaar curr lii,sadness
12219,aapako tou isase bhagwan kii aradhana mein kathinaaee hii hogi,sadness
12220,lekin main sochata hann kii aap jaise sant mahatma tees oonton koo bhee kaise sanbhaalenge,sadness
12221,isase aapaki saadhana-aradhana mein bahut vighn padegaa,sadness
12222,kintu main abhaga itane seey bhee santusht naan huaa,sadness
12223,maine baaki duss oonton kaa vichaar apane munn seey nikaalana chaaha kintu mujhe unakaa dhyaan banaa rahaa,sadness
12224,saare oonta paa curr bhee merey munn kaa khot naan gayaa,sadness
12225,main lalach mein andhaa tou hoe hii rahaa thaa,sadness
12226,merrie akl parr parada padaa huaa thaa,sadness
12227,main aeka baar bhalai karke abb tere saath burai kyon karuun,sadness
12228,"mujhe apaar dukh huaa, mujhe apani moorkhata yaad naan rahee",sadness
12229,"maine fakir koo bhalaa-buraa kahana shuru kiyaa aur kahaa,",sadness
12230,maine tou tumhari bhalai kaa bharsak prayatn kiyaa thaa aur tumhen hamesha satparamarsh hii diyaa thaa kintu tumane merrie baaton koo kapatpurna samajha aur galat baaton key liye zid kii,sadness
12231,"abb joe kuchh hoe gayaa haye vaha mujhase thheek naheen hoe sakata, tumhari drishti kabhi vapis naheen lautegi",sadness
12232,"maine usase bahut hii gidgida curr kahaa, saaeen jee, mujhe abb koee lalach naheen rahaa",sadness
12233,"abb shauk seey saaree dhana sampada aur merey sabhi assie oonta leey jaaie, sirf merrie aankhon kii jyoti vaapas dilaa deejiye",sadness
12234,"oonton key chalane kii aavaaj suna curr main chillaya,",sadness
12235,"sciengy, itani kripa tou keejiye kii iss jangal mein issie dashaa mein naan chhodiye",sadness
12236,apane saath liye chaliye,sadness
12237,kintu usane merrie baat naan sunee aur chalaa gayaa,sadness
12238,mujhe maarg kaa bhee gyaan naan thaa kii paidal hii chala detaa,sadness
12239,anta mein thuck curr gir rahaa aur bhookh pyaas seey maranasanna hoe gayaa,sadness
12240,abb merey saamane isake alawa koee raasta naheen rahaa kii main bheekh maang curr pett paloon,sadness
12241,mujhe apane lalach aur moorkhata kaa itna khed huaa kii maine kasam khaa lii kii kissie seey taba taka bheekh naheen luungaa jaba taka vaha merey sir parr aeka dhaul naan maare,sadness
12242,isiliye cull maine aapse dhrishtata kii thee,sadness
12243,tumhari moorkhata tou bahut badee thee,sadness
12244,ander seey kissie bachche kii maheen aavaaj aaee – “abhee bartan maanj rahaa huun”,sadness
12245,“aayaa… kahate hue karib 9 yaa 10 varsh kaa goraa saa patala dubla lakaan khadaa thaa,sadness
12246,voe sedan rung kii maheen sooti baniyaain aur ghutanon taka kii bhuri haann pent pahane tharthara rahaa thaa,sadness
12247,"disambar kii jiss kakakati jiss thhand mein voe oonee dastaane, topi, joote aur moje pahan curr bhee thhandi havaa mahsoos curr rahee thee vaheen voe chhota saa bachcha aadhi geeli baniyaain mein thartharata huaa khaan thaa",sadness
12248,"“jee, abhee abhee banaa curr laataa huun” kahate hue chhotu ney rimjhim kii tarr muskurakar dekhaa parr usaki aankhon mein udasi saanna narar aaa rahee thee",sadness
12249,sardi key dher saare rangbirangen foolon key beach mein baithkar coffey peena rimjhim kaa sapana thaa parr jaba chhotu ney usey coyne pakaain tou pataa naheen kyon voe chhotu seey narein naheen milaa sakee,sadness
12250,naa tou usey coffey achchi lugg rahee thee aur naa hii foolon seey ladaa voe bagicha,sadness
12251,"voe turant apane ghar bhaag jaanaa chaahati thee, parr kyaa kahey swaati seey",sadness
12252,voe kitna khush haye usey dekhkar rir tou usa ghar mein rimjhim key liye 3 dinn kaatna mushkil hoe gayaa,sadness
12253,jooton mein polish seey laker ghar key joothe bartan taka kii immedaari chhotu kii thee,sadness
12254,jaba sub baithkar dining table parr baithkar leenan vyanjan unaa rahey hotey tou bechara chhotu sabako chauke seey germ germ ulke laakar pakaan rahaa hotaa,sadness
12255,rimjhim key galey mein hamesha niwala atak jaataa aur voe chhotu kii nararon kaa saamana naheen curr paati,sadness
12256,kamare key baahar taka sisakiyon kii aavaaen aaa rahee thee,sadness
12257,usane halka saa darvaana khola tou chhotu ghutanon key beach mein surr jhukaaye hilak hilak curr row rahaa thaa,sadness
12258,swaati bollie – “main jaanati huun kii tum chhotu koo laker bahut pareshan hoe,sadness
12259,"main bhee papa mammi seey kitni baar kaha chuki huun kii usey usake ghar bhej dou""",sadness
12260,parr chhotu key papa ney mammi seey paanch haaran rupaye udhaar liye they aur voe dey naheen paaye isaliye papa chhotu koo yahaan parr kaam karane key liye leey aae”,sadness
12261,"“naheen naheen, tum iss baare mein kuchh mutt kahana, varna papa mujhe bahut maarenge” kahate hue swaati ruaansi hoe gaee",sadness
12262,“naheen naheen… main apane mammi papa key binaa kaise rahoongi”… swaati ghabraate hue bollie,sadness
12263,"” swaati kii mammi tou yeye sunate hii dahaane markar rone luggy aur bollie – “maine inhein haaran baar samajhaaya thaa kii chaudah saal seey cumm umr key bachche seey kaam karwana kanunan jurm haye aur isake liye hamein jail bhee hoe sakati haye""",sadness
12264,isake papa ney hamse paanch haaran rupaye udhaar liye they isaliye… voe voe”,sadness
12265,"“naheen naheen, hamse bahut bee galati hoe gaee",sadness
12266,"humm aaj hii usa bachche koo usake ghar bhej denge""",sadness
12267,"“doongaa inspector saahab, saare paise doongaa” kahate hue swaati key papa kaa chehra darr key maare peela papas gayaa",sadness
12268,“main abhee aapako paise dey detaa huun,sadness
12269,“jee… ruru ruru…” kahate hue swaati key papa key aadhe shabd darr key maare galey mein hii atak gaye,sadness
12270,aur way vaheen mez parr rakhe jug seey dou gillas paani gatak gaye,sadness
12271,swaati kii mammi abhee bhee roye jaa rahee thee aur papa surr parr haath dharkar baithe hue they,sadness
12272,unhone dekhaa kii mammi apane aansun ponchh rahee thee,sadness
12273,daadi ney kankhiyon seey mannat kii tarr dekhaa joe aeka koney mein aankhon mein aansun bharey bilkul sann kheen thee,sadness
12274,mannat daadi key galey lipat gaee aur rote hue bollie – “maine aaj inn bachchon seey seekha kii khushiyaan hamaare paas hii hoti haye,sadness
12275,puraane kapon aur khilaunon mein bhee yeye bachche kitna khush haye,sadness
12276,abb main kabhi koee zid naheen karungi,sadness
12277,merey paas itna honey key baad bhee mein aap sabako tanga karke kuchh naa kuchh maanga hii karati huun”,sadness
12278,daadi kii aankhen bhee nama hoe gaee,sadness
12279,mammi koo yaad aayaa kii pahale manu kii coppy parr aggar aeka jagah bhee laal bindu narar aaa jaataa thaa tou vaha row-rokar aatat curr letaa thaa,sadness
12280,parr dheere-dheere khelane key chakkar mein vaha homework koo bojh samajhane lagaa jabaki vaha naheen jaanata thaa kii school seey lautkar ronana homework karane seey hii bachchon koo dinn bhar kaa paayaan huaa aasaani seey yaad hoe jaataa haye joe unaki pareeksha kii taiyari mein bahut kaam aataa haye,sadness
12281,unhein manu kii soch parr bahut dukh huaa kyonki pahale manu apana homework bahut saavdhaanipoorvak aur achche seey kartaa thaa parr dheere-dheere usey lagane lagaa kii homework tou usey aataa hii haye isaliye vaha jaisa taisa karke teacher koo coppy dey detaa thaa,sadness
12282,mammi koo samajh mein naheen aaa rahaa thaa kii manu koo kaise samajhaaen,sadness
12283,usane ruaanse hotey hue mammi kii or dekhaa,sadness
12284,manu seey kuchh kahate naheen banaa or vaha mammi key galey lugg curr bolaa – “mai aapaki baat samajh gayaa,sadness
12285,mujhase bahut badee galati hoe gaee,sadness
12286,mujhe maann curr deejiye”,sadness
12287,"school seey lautate hii manu key daadaa jee aivam daadi jee usey manaane mein lagey they, lekin uska kahana thaa kii vaha apane papa seey baat naheen karegi kyonki unhein manu kii fikr naheen haye",sadness
12288,bechaare ‘shriman jee’ thoen aur bechaare hoe jaate hain,sadness
12289,vaha garib aadami thaa aur badee kathinaaee seey apane parivaarvaalon kaa pett bharata thaa,sadness
12290,"vaha kuchh badaa huaa tou usa key pitaa ney usey apana kaam sikhaane key liye apani dukaan parr bithaana shuru kiyaa kintu naan pyaar seey naan maar seey, usey kuchh bhee sikhaaya naan jaa sakaa",sadness
12291,mustafa bahut kheejhata aur pareshan hotaa kii,sadness
12292,merey marane key baad yeh kyaa karega,sadness
12293,issie chinta mein vaha beemar hoe gayaa aur kuchh maheenon baad usa kii mrityu hoe gaee,sadness
12294,boodhi maan key iss kasht kaa bhee aladin parr koee prabhaav naan padaa,sadness
12295,usa kaa saath tou awara logon kaa thaa kii vaha kissie bhale aadami kii baat bhee naheen sunata thaa,sadness
12296,"huun tou, kintu kaee varsh poorv merey pitaa kaa dehant hoe gayaa haye",sadness
12297,yeh suna curr ajnabi ney usey kheench curr apane seene seey lagaa liyaa aur khoob pyaar kiyaa aur aahein bhar curr rone lagaa,sadness
12298,"jadugar aahein bharata huaa bolaa,",sadness
12299,"haay betaa, kyaa kahuun",sadness
12300,tumhara pitaa meraa badaa bhaai thaa,sadness
12301,main kaee varshon taka desh-videsh kii yatra karane key baad chean aayaa huun,sadness
12302,iss nagar mein aaney kaa meraa uddeshya yahee thaa kii main apane badey bhaai seey miluun,sadness
12303,tumhare munh seey unaki mrityu kaa samachar suna curr mujhe aisaa dukh huaa haye joe kahaa naheen jaa sakata,sadness
12304,merey yahaan aaney kaa uddeshya tou mitty mein mill gayaa aur maarg kaa saaraa shram vritha huaa,sadness
12305,tumhare pitaa kaa tou aeka hii bhaai thaa joe usa key jeevankaal hii mein marr gayaa,sadness
