,Unnamed: 0,Translated_Utterance,Emotion
6805,8365,मेरा मतलब है यह सिर्फ शोर है,anger
6806,8366,यह भी एक गीत नहीं है,anger
6807,8367,यदि आप बहुत सावधानी से सुनते हैं तो मुझे लगता है कि इसका,neutral
6808,8368,ओह मैं भी देखना चाहता हूँ यिक्स,surprise
6809,8369,तो क्या आपको लगता है कि ये चित्र क्या वे एक कहानी बताने की कोशिश कर रहे हैं,neutral
6810,8370,ओह हाँ यकीन है।,neutral
6811,8371,मेरा मतलब है इस युवा महिला के मामले में उसने अपने कपड़े खो दिया है इसलिए वह घोड़े पर नग्न सवारी करती है वह चिल्लाती है कहां वे हैं ,neutral
6812,8372,खैर वह उन्हें इस तरह के घास में झूठ बोलने के लिए नहीं जाना चाहिए।,neutral
6813,8374,हाँ।,neutral
6814,8375,अब मैं इस लड़की को डेट करूँगा।,neutral
6815,8376,वह वह,neutral
6816,8377,मेरा मतलब है कि,neutral
6817,8378,ठीक है मैं यदि आपको आज तक किसी को चुनना है तो क्या होगा,neutral
6818,8379,मैं नहीं जानता हूँ।,neutral
6819,8380,नहीं।,neutral
6820,8381,राहेल,neutral
6821,8382,क्या,surprise
6822,8383,मैं नहीं जानता हूँ। नहीं।,neutral
6823,8384,मैं चाहता हूँ कि मैं क्या कहूं,sadness
6824,8385,सुनो मैं मैं उसे जीतने देता हूँ।,neutral
6825,8388,हाँ,surprise
6826,8390,ओह। उह चांदलर,neutral
6827,8392,चांदलर कृपया,disgust
6828,8396,हे रॉस उह है स्टेटन द्वीप वास्तव में एक द्वीप है,neutral
6829,8398,ओह मैंने सोचा कि यह लांग आइलैंड की तरह था।,surprise
6830,8399,इसके अलावा एक द्वीप भी।,neutral
6831,8400,क्या है,neutral
6832,8401,,neutral
6833,8402,वाह आपको एहसास है कि हम इस गेंद को फेंक रहे हैं बिना इसे छोड़ने के एक घंटे की तरह,surprise
6834,8403,क्या आप गंभीर हैं,surprise
6835,8404,हाँ। मैंने इसे आधे घंटे पहले महसूस किया लेकिन मैं कुछ भी नहीं कहना चाहता था क्योंकि मैं नहीं करना चाहता था।,neutral
