,Translated_Utterance,Emotion
9385,हे!,joy
9386,हे!,joy
9387,"मैं सिर्फ तुम्हें पता करना चाहता था कि मैंने अपना मन बदल दिया है: मैं इसे करना चाहता हूँ, मैं गन्ना चुम्बन जॉय हूँ।",non-neutral
9388,"नहीं, आप नहीं कर सकते! फ्रेंड्स हुक अप एक बुरा विचार है।",fear
9389,"कृपया, आप और चांदलर के बारे में क्या?",non-neutral
9390,यह अलग है! मैं नशे में था!,non-neutral
9391,नमस्ते!,non-neutral
9392,आप सभी लोगों के बारे में क्या सोचते हैं? क्यों आप उनमें से एक को चूम नहीं करते?,non-neutral
9393,"मैं कर सकता हूँ, लेकिन मैं नहीं चाहता! मैं जॉय को चुंबन करना चाहता हूं!",anger
9394,Alright। मुझे लगता है कि यह एक बड़ी गलती है लेकिन यह आपका निर्णय है।,non-neutral
9395,मैं इसे करना चाहता हूँ।,non-neutral
9396,मैं तुम्हें नहीं रोक सकता।,neutral
9397,नहीं,neutral
9398,हे रैच ने आपको कहीं भी चार्ली देखा है?,neutral
9399,मैं स्मार्ट हूँ,neutral
9400,"ओह, हे, Gunther, इसे बाहर की जाँच करें।",non-neutral
9401,"येह, उस चांदलर ने मुझे फटकारा।",joy
9402,"हे रॉस, सुनो, आप कुछ भी पीने के लिए चाहते हैं?",neutral
9403,"उह, हाँ, मैं? एक कॉफी ले जाएगा। धन्यवाद, आदमी।",neutral
9404,कॉफी? मैं वहाँ जा रहा हूँ।,non-neutral
9405,नहीं,neutral
9406,"नहीं, धन्यवाद।",neutral
9407,"तुम लोग कुछ की जरूरत है, क्योंकि मैं?",neutral
9408,मैं??,neutral
9409,आपको यह मिल गया।,neutral
9410,आप क्या कर रहे हैं?,surprise
9411,बस दोस्ताना होना।,non-neutral
9412,"Joey, शहद, मैं क्या नहीं सोचता?",non-neutral
9413,"नूह, यह ठीक है। राइट, Gunther?",neutral
9414,क्या आप मुझे जीत नहीं सकते? और अपने एप्रन पर डाल दिया।,non-neutral
9415,"ठीक है, लेकिन मैं नहीं देखता हूँ कि आप किसी अन्य भुगतान करने वाले ग्राहकों से पूछते हैं।",non-neutral
